From Node ID,To Node ID,Weight
45,35874,1
45,35779,1
45,35897,1
45,35796,1
45,35707,1
45,35727,1
45,35929,1
46,35090,1
46,35179,1
46,35696,1
46,34348,1
46,34429,1
46,34409,1
47,36684,1
47,36469,1
47,35645,1
47,36365,1
47,37350,1
48,44382,1
48,43473,1
48,44601,1
48,44358,-1
48,41465,1
48,44809,1
48,44498,1
48,38200,1
48,44360,-1
48,42961,1
48,44972,1
48,44356,-1
48,44878,-1
48,42945,1
48,39950,1
48,40872,1
48,44703,1
48,44807,1
48,44511,1
48,42712,1
48,44359,-1
49,44361,-1
49,44357,1
49,44589,-1
49,44356,1
49,44360,1
50,44765,1
50,34695,0
50,44613,1
50,35043,1
50,43834,1
50,44610,1
50,42792,1
50,34869,1
50,41649,1
51,36419,1
51,35805,0
51,35709,1
51,35306,1
51,35846,1
51,35281,1
51,36032,1
51,35099,-1
51,36127,1
52,40239,1
52,40871,1
52,38963,-1
52,42764,1
52,34907,1
52,38936,0
52,42401,1
52,42384,1
52,43100,-1
52,39843,1
52,44575,1
52,41252,1
52,43812,1
52,42695,1
52,43109,0
52,39696,1
52,35207,1
52,41650,1
52,40459,1
52,39364,1
52,42000,0
52,40444,1
52,43130,1
52,38666,0
52,39212,1
52,40186,1
52,39783,0
52,42922,1
53,39275,1
53,39879,-1
53,38564,-1
53,40010,1
53,38870,0
54,39686,1
54,41900,1
54,41688,1
54,39645,1
54,38641,0
55,39196,1
55,38130,1
55,39168,1
55,38336,1
55,38629,1
56,40131,1
56,39353,1
56,43242,1
56,44834,1
56,43244,1
56,43117,1
56,42094,0
57,44444,0
57,40814,-1
57,41887,0
57,39703,-1
57,42911,0
57,39873,-1
57,42467,0
57,42331,-1
58,38284,1
58,37532,1
58,36764,0
58,38192,1
58,39689,1
58,37529,1
58,39252,1
58,39132,1
58,37516,1
58,36070,1
58,37519,1
58,37127,1
58,38465,-1
58,36570,1
58,35435,1
58,38685,1
58,37754,1
58,35112,1
59,36560,1
59,35784,1
59,44483,1
59,40325,1
59,40890,1
59,38166,1
60,43236,1
60,41817,1
60,44465,1
60,41517,1
60,42926,0
61,35149,1
61,34587,1
61,34490,1
61,36010,1
61,35733,1
61,35867,-1
61,35174,1
61,35188,1
62,38939,1
62,38741,1
62,40289,1
62,43484,1
62,42454,1
63,40699,1
63,41974,1
63,38861,-1
63,40886,1
63,40794,1
63,41795,1
63,41643,1
63,41211,1
63,39449,1
63,39137,1
64,40097,1
64,38077,1
64,41553,1
64,41938,1
64,40870,-1
65,44227,1
65,41263,1
65,44030,1
65,43672,1
65,44181,1
66,40897,1
66,40948,0
66,40956,0
66,40878,1
66,41084,0
66,40576,1
66,40319,1
66,40417,1
66,40815,1
66,42197,1
66,41072,1
66,40648,0
66,40756,0
67,42465,0
67,40627,1
67,42960,0
67,41567,1
67,42453,1
67,42602,1
68,41862,1
68,41613,1
68,41933,1
68,39466,1
68,40628,1
68,40235,1
69,42126,1
69,40991,-1
69,40095,-1
69,44003,1
69,44004,1
69,43019,0
70,39046,-1
70,41192,1
70,40708,-1
70,40336,1
70,44356,1
70,43732,-1
70,42499,-1
70,44615,-1
70,40724,-1
70,41174,-1
70,36221,-1
70,44610,1
70,39298,-1
70,41905,1
70,40675,1
70,43552,1
70,38345,1
70,44928,1
70,44912,1
70,44359,1
70,42120,1
70,39453,1
71,38237,1
71,37109,1
71,37107,1
71,36900,1
71,36387,0
71,37140,1
71,38029,1
71,38229,0
71,37942,0
71,38861,1
71,37633,1
71,37487,1
71,38594,1
71,38329,1
72,41488,1
72,44610,1
72,41846,1
72,39177,1
72,41239,1
73,44612,1
73,44613,1
73,44609,1
73,41125,1
73,44610,1
74,34365,1
74,42314,1
74,38156,1
74,40105,1
74,34882,1
74,34516,1
74,42215,1
74,34338,1
74,41862,1
74,39980,1
75,34321,1
75,39256,1
75,36967,1
75,37781,1
75,39853,1
76,36112,1
76,36106,1
76,40388,1
76,37615,1
76,41941,-1
76,35858,1
76,37835,-1
76,37913,1
76,35170,1
76,36108,1
76,37849,1
76,39948,-1
76,37374,-1
76,37591,-1
76,39231,-1
76,36654,1
76,37694,1
76,37619,1
76,36029,-1
76,38035,1
76,36283,1
76,36826,1
76,36079,1
76,38745,1
77,40725,1
77,41516,1
77,40295,0
77,39449,1
77,40889,1
77,39376,1
77,39467,1
78,41159,1
78,40890,1
78,41856,1
78,40541,1
78,38802,1
78,44703,1
79,38360,1
79,38988,1
79,40880,1
79,43029,1
79,39687,1
80,39438,1
80,38156,1
80,43020,1
80,38729,0
80,39399,1
80,38642,0
80,38989,1
81,38802,0
81,42418,1
81,38793,1
81,42643,-1
81,38166,0
81,44710,-1
81,42797,1
82,40228,1
82,36532,1
82,37179,0
82,37859,1
82,43534,0
82,37625,1
83,39944,1
83,43675,0
83,42113,1
83,42912,1
83,42918,1
84,42667,-1
84,41862,-1
84,41735,-1
84,43677,-1
84,43142,-1
84,44866,0
84,34302,-1
84,42333,-1
84,41230,-1
85,38733,1
85,43099,0
85,42510,1
85,38735,1
85,41677,1
86,38569,1
86,41394,1
86,42869,1
86,38542,1
86,40580,1
86,39476,1
87,42961,1
87,37838,1
87,38059,1
87,41699,1
87,42617,1
87,42467,1
87,41103,1
88,40336,0
88,41578,0
88,42367,0
88,40204,-1
88,42104,0
89,36387,1
89,42669,1
89,40890,0
89,42963,1
89,41003,1
89,39801,1
89,38070,1
89,38166,1
89,37815,1
89,39314,-1
89,38362,1
89,40325,0
89,42955,1
90,43179,1
90,44688,1
90,42273,1
90,38714,1
90,42219,1
91,41887,1
91,43138,1
91,43470,1
91,43097,0
91,41201,1
92,39034,1
92,42764,0
92,40185,-1
92,42405,1
92,43291,1
93,36103,1
93,36477,1
93,44421,-1
93,43727,1
93,35772,-1
93,44850,1
93,40458,0
93,36131,1
93,35851,-1
93,43848,1
93,35769,1
94,39949,1
94,39817,1
94,40215,1
94,39750,1
94,40675,1
95,40729,1
95,37822,1
95,39898,1
95,38159,1
95,38845,1
95,36547,1
95,38238,1
95,39560,0
95,38123,1
95,38622,1
95,41060,1
95,38962,1
95,40325,1
95,39674,1
95,40837,1
95,37361,0
96,41885,1
96,38289,1
96,40419,1
96,40603,1
96,40626,1
96,38292,1
96,41641,1
96,39561,0
97,43891,1
97,43692,1
97,43434,1
97,42118,1
97,42869,1
97,42868,1
97,44427,1
98,42367,0
98,43939,-1
98,43745,1
98,41706,-1
98,43200,-1
98,38324,1
98,40830,-1
98,39373,-1
98,42329,1
98,42391,1
98,44205,1
99,42050,0
99,43587,1
99,43886,1
99,40731,1
99,37845,1
99,41460,0
99,36918,0
99,36906,1
99,43858,1
100,42963,1
100,41136,0
100,42559,1
100,41465,1
100,44161,1
101,36123,0
101,38253,1
101,36150,-1
101,37821,1
101,42182,1
101,41856,0
102,36968,1
102,34693,-1
102,34388,1
102,36926,1
102,34608,1
102,35230,-1
102,36866,1
103,44638,0
103,40924,1
103,43179,1
103,41437,1
103,41818,0
103,40358,1
103,39489,1
103,40409,1
103,41178,1
103,43547,1
103,42508,1
104,36975,1
104,36293,1
104,35993,1
104,35991,1
104,40336,1
105,39489,-1
105,39163,1
105,44627,-1
105,43408,1
105,38925,-1
106,43746,-1
106,43200,1
106,38065,1
106,41859,1
106,42329,1
106,37987,1
106,40917,1
107,39265,1
107,37653,1
107,38262,1
107,40667,1
107,38499,1
108,34348,1
108,35194,1
108,35545,1
108,34340,1
108,35342,1
108,35544,1
108,35707,1
108,34341,1
108,34337,1
109,34335,1
109,37285,-1
109,34950,1
109,34630,1
109,34636,-1
109,40067,1
110,34767,1
110,35489,1
110,34853,1
110,34869,1
110,34765,1
110,34720,1
110,34997,1
110,37839,1
111,37124,1
111,37092,1
111,36946,1
111,36602,1
111,37091,0
111,35280,1
111,35792,-1
111,37308,1
111,35281,1
111,35319,1
111,36903,1
112,38648,0
112,44182,1
112,39655,1
112,42625,0
112,39894,1
112,39620,0
112,38990,-1
112,39223,1
112,35963,1
113,37720,1
113,36112,1
113,37146,1
113,36318,1
113,36394,1
114,40576,1
114,40725,1
114,38925,1
114,39536,1
114,40851,1
115,40123,1
115,44899,1
115,44623,-1
115,43402,1
115,40106,1
115,37815,1
115,44642,-1
116,40438,-1
116,36363,1
116,37562,-1
116,35155,-1
116,38676,-1
117,35158,1
117,35191,1
117,35270,0
117,39103,0
117,35267,-1
117,41795,0
117,35246,0
117,35218,-1
117,35322,1
118,34729,1
118,34390,1
118,34995,-1
118,35417,1
118,34383,0
119,34776,1
119,35339,1
119,44507,1
119,35328,1
119,35180,1
119,35257,1
119,34703,-1
119,35219,1
120,38244,1
120,38498,0
120,38840,1
120,38695,1
120,38302,1
121,36420,1
121,36391,1
121,34513,1
121,39317,1
121,39350,0
121,35849,1
122,42714,1
122,43705,1
122,44433,-1
122,41010,1
122,44575,1
123,41104,1
123,40884,1
123,38039,1
123,43018,1
123,42198,1
123,39465,1
123,42859,1
123,39186,1
124,40570,1
124,40617,-1
124,40627,1
124,39656,0
124,39482,-1
124,39366,-1
124,40875,-1
124,40145,1
124,39799,-1
124,40571,-1
124,40894,-1
124,41004,-1
124,38154,-1
125,34589,0
125,35167,1
125,34349,1
125,35558,1
125,34872,1
125,38192,1
125,34705,1
125,40273,1
126,42981,0
126,39453,1
126,37998,1
126,39241,0
126,38532,0
127,38509,1
127,38889,-1
127,43019,1
127,38569,1
127,39399,1
128,44642,-1
128,43300,-1
128,42248,1
128,43789,-1
128,42669,-1
128,39137,-1
128,43178,-1
128,43899,-1
129,41900,1
129,39383,1
129,41100,-1
129,41126,-1
129,42679,-1
129,42642,-1
130,43907,1
130,35527,1
130,41203,1
130,39730,1
130,42877,1
130,39028,1
131,34961,1
131,35735,1
131,36680,1
131,43670,1
131,39910,1
131,35689,1
132,36700,-1
132,42824,1
132,39473,-1
132,43718,-1
132,41690,1
133,35542,1
133,36254,1
133,36125,1
133,36279,1
133,36030,1
133,35557,1
134,35573,1
134,39005,1
134,38468,1
134,39069,0
134,38580,1
134,38469,1
134,38156,1
135,39141,1
135,41259,1
135,40943,1
135,40372,1
135,41100,-1
136,39992,1
136,40762,1
136,38816,1
136,39745,1
136,40117,1
136,41459,1
136,41327,1
136,39353,1
136,38154,1
136,38970,1
136,41026,1
136,39783,1
136,40004,1
136,39376,1
136,40945,0
136,40355,1
136,40145,-1
136,40335,1
136,41077,1
136,40459,1
137,37382,1
137,38812,1
137,37042,1
137,39703,0
137,38186,0
137,37260,1
137,38229,1
137,37310,1
137,38738,1
137,38588,-1
137,36936,1
137,35575,1
137,37625,1
137,38287,1
138,44768,1
138,43960,0
138,40836,0
138,43812,1
138,43682,1
138,43959,0
139,41793,-1
139,41884,1
139,40955,1
139,42972,1
139,40355,1
140,39346,1
140,44712,-1
140,42214,1
140,39684,1
140,37838,1
141,39294,1
141,36024,1
141,36014,1
141,35319,1
141,35953,1
141,36127,0
141,36173,0
141,36102,1
141,35710,1
141,35500,1
141,36227,1
141,36013,1
141,36279,1
141,36099,1
142,42246,0
142,37762,-1
142,37861,0
142,39811,1
142,36057,-1
142,39093,-1
142,37877,-1
143,44794,-1
143,39791,1
143,40253,-1
143,38463,0
143,39865,1
143,40520,0
144,38937,0
144,42523,1
144,41150,0
144,41210,1
144,40891,1
144,43535,1
144,41795,1
145,39588,0
145,39774,1
145,39164,1
145,44157,1
145,44156,1
145,40248,1
145,42650,-1
145,41520,1
145,44002,1
145,40353,1
145,41348,1
146,40225,1
146,41238,1
146,39005,1
146,41120,1
146,43220,1
147,40372,1
147,37461,-1
147,41641,0
147,39692,1
147,41425,1
147,42514,0
147,41887,-1
147,43609,1
148,35263,0
148,35784,1
148,34705,1
148,35715,1
148,35935,1
148,35081,1
148,35348,1
148,35963,1
148,35725,1
148,35694,1
148,36035,-1
148,35357,1
148,35883,1
148,36041,1
148,35707,1
148,35787,1
148,35697,1
148,35686,1
148,35929,1
148,35766,1
148,35796,1
148,35812,1
148,34925,1
148,34704,1
149,42611,1
149,42917,1
149,36722,1
149,42312,1
149,44711,1
149,40876,1
149,42203,1
149,40222,1
149,42348,1
149,43569,1
149,42904,1
150,37570,1
150,37977,1
150,38844,1
150,39346,1
150,37357,1
150,37756,1
151,38031,1
151,36762,1
151,37845,1
151,40309,1
151,43834,0
152,41939,1
152,41164,1
152,35332,1
152,41795,1
152,43588,1
152,44360,1
152,44565,1
152,41674,1
152,40845,1
152,44358,1
152,42036,1
153,43021,1
153,44072,1
153,44634,1
153,44527,0
153,35709,1
153,44888,1
154,39177,1
154,38620,1
154,38011,1
154,39705,1
154,38424,0
155,41942,0
155,42399,1
155,44356,1
155,44510,0
155,44380,1
155,44604,1
156,41016,0
156,42998,1
156,43325,1
156,41721,1
156,42687,1
156,39994,0
156,40353,1
156,43152,1
156,42857,1
156,38661,1
156,39335,1
156,40556,1
156,42020,0
156,44163,1
156,42015,1
156,43226,0
156,41839,0
156,42101,1
156,44011,1
156,42315,1
156,42109,1
156,41430,1
156,42649,1
156,42002,1
156,41293,0
156,41097,1
156,41453,-1
156,38897,0
156,43544,1
156,38749,1
156,39539,1
157,36026,1
157,35708,1
157,38306,0
157,37625,1
157,38353,-1
157,38332,0
157,36087,1
157,38162,1
157,35662,0
157,35420,1
158,40814,1
158,42935,1
158,42753,1
158,41250,0
158,42958,1
158,42462,1
158,43852,1
158,44749,1
158,43569,1
159,44694,1
159,44411,1
159,44700,1
159,44824,1
159,41892,1
159,42820,1
159,44410,1
159,44909,1
159,44692,1
159,43347,1
160,43353,1
160,41778,1
160,44496,1
160,40608,1
160,39220,1
160,40781,1
160,42036,1
161,44047,-1
161,43934,1
161,43482,1
161,42978,0
161,44129,-1
161,41263,1
162,35248,1
162,34883,1
162,42657,1
162,36442,1
162,42843,1
162,34599,1
163,44358,1
163,43399,1
163,44361,1
163,41856,1
163,43707,1
163,43434,1
164,36105,1
164,38157,1
164,40576,1
164,41323,0
164,42520,-1
165,35777,0
165,37845,0
165,35146,1
165,39559,0
165,37995,-1
165,40531,0
165,36345,1
166,38788,1
166,40373,1
166,39871,1
166,38472,1
166,39918,1
166,40898,-1
167,39166,1
167,42726,1
167,43403,1
167,40581,1
167,42729,1
167,42088,-1
167,43513,1
167,42079,1
168,43019,1
168,42625,1
168,42800,1
168,41891,1
168,43880,1
168,42508,1
169,38104,-1
169,37931,1
169,37862,1
169,39650,1
169,37163,0
169,37943,0
169,37631,1
169,37636,-1
169,39866,1
169,37632,-1
169,39695,1
170,44437,1
170,42552,1
170,43181,0
170,44168,1
170,43899,1
170,43196,0
171,38353,-1
171,37625,1
171,37624,1
171,35464,1
171,38162,1
172,35938,1
172,42666,1
172,41767,-1
172,43770,0
172,41351,1
173,40885,-1
173,41059,1
173,41640,1
173,42861,1
173,43455,1
173,44186,1
174,44081,1
174,43997,1
174,43825,1
174,44196,1
174,38842,1
175,35914,1
175,35819,1
175,35306,1
175,35817,1
175,36133,1
176,42109,1
176,38416,1
176,42020,1
176,38407,0
176,39182,1
176,40777,1
176,39994,1
176,40970,1
176,42015,1
176,41618,1
176,38129,1
177,44256,1
177,44132,1
177,43834,1
177,38401,1
177,41082,1
178,42167,-1
178,41006,1
178,44266,1
178,43399,1
178,44345,0
179,40235,0
179,40022,1
179,41382,-1
179,40305,0
179,38492,0
179,38535,1
180,38588,0
180,38186,1
180,37430,1
180,38013,1
180,42058,-1
180,40292,-1
180,43327,0
180,38261,1
180,40264,1
180,39608,-1
180,37483,1
180,40840,1
180,38011,1
180,43409,0
180,40882,1
180,43018,1
180,37951,1
180,43580,1
180,42170,1
180,41566,0
180,38180,1
180,40052,-1
180,41704,1
180,36985,1
180,39142,1
180,38039,1
180,39237,0
180,39886,1
180,40120,1
180,40205,1
180,38519,1
180,37831,1
180,42800,-1
180,42678,0
180,41453,1
180,38394,1
180,44481,1
180,38568,1
180,44526,1
180,37325,1
180,38194,1
180,42620,0
180,37078,-1
180,38895,1
180,37531,1
181,41004,1
181,40676,1
181,39331,1
181,41072,1
181,39597,1
181,39633,1
181,39149,-1
181,40604,0
181,39465,1
181,39624,1
182,43552,1
182,42921,1
182,40004,1
182,43298,1
182,41916,-1
182,42079,1
183,38248,1
183,38355,-1
183,38287,1
183,38381,-1
183,38164,1
183,38510,1
183,37942,-1
183,38720,0
183,39313,-1
184,36785,0
184,35893,1
184,35286,1
184,34372,-1
184,40206,1
184,34364,1
184,40351,1
184,34984,1
184,36813,0
184,34544,1
185,34609,1
185,34956,0
185,35974,1
185,34786,1
185,35531,1
185,35253,1
185,36184,-1
185,34422,1
185,34478,1
186,35344,1
186,35185,1
186,35382,1
186,34429,1
186,35168,0
186,35227,1
186,35459,1
186,34970,1
186,35292,-1
186,34419,1
186,35277,1
186,35531,0
187,38392,1
187,42646,1
187,43851,1
187,40451,1
187,42928,1
187,42508,1
187,42917,1
187,41197,1
187,44119,1
187,43015,1
187,40814,1
187,43044,1
187,42908,1
187,43388,1
188,44432,-1
188,44928,1
188,42692,1
188,44321,1
188,43552,1
188,44355,1
188,41603,1
189,37111,1
189,36639,1
189,35693,1
189,35319,1
189,37088,1
190,34882,1
190,35268,1
190,36095,0
190,35297,1
190,35925,1
190,35944,0
190,35577,1
191,42703,1
191,38316,1
191,43307,1
191,42705,1
191,43836,1
191,41574,1
192,41999,1
192,39373,1
192,36988,1
192,38885,1
192,38623,1
192,44425,1
192,39283,1
192,43783,1
192,41417,1
192,39875,1
192,35293,1
192,44151,1
193,41375,1
193,38612,-1
193,42777,1
193,38536,1
193,39692,1
193,39961,0
194,41109,1
194,42029,1
194,44023,0
194,43404,0
194,41232,1
195,40237,-1
195,39045,-1
195,43486,-1
195,36457,1
195,41876,0
196,40551,-1
196,35734,1
196,37154,1
196,36785,-1
196,37801,1
196,34514,1
197,40693,1
197,39925,0
197,38158,0
197,38039,0
197,34713,1
197,38820,0
197,35348,1
197,37014,0
197,39563,0
197,37104,1
197,38032,-1
198,41900,1
198,44549,-1
198,40686,1
198,42917,1
198,44356,1
198,43513,-1
198,42900,1
198,44358,0
198,42908,1
198,36411,-1
198,41599,1
199,41220,-1
199,38154,-1
199,41759,0
199,41795,-1
199,41793,-1
199,42467,-1
199,40890,-1
199,42466,-1
199,42331,1
199,42193,0
199,42428,1
199,41193,1
200,39806,1
200,43563,1
200,39223,-1
200,40723,0
200,42409,1
201,39932,1
201,40472,0
201,39399,1
201,39523,1
201,37257,1
202,36560,1
202,38567,1
202,38343,1
202,37708,1
202,37795,1
203,34630,0
203,34337,1
203,34452,0
203,34877,-1
203,35500,0
203,35127,1
203,34342,1
203,35306,1
203,34365,1
203,34787,1
203,35460,1
204,41578,0
204,44172,0
204,40336,1
204,39746,-1
204,42979,1
204,41659,1
204,43547,0
204,39231,1
204,40675,1
204,40620,1
205,42215,1
205,42958,1
205,44579,1
205,42247,1
205,44382,1
206,43014,1
206,44356,1
206,44394,1
206,44779,1
206,42575,1
206,41140,1
206,43631,1
206,42461,1
206,43943,1
207,42290,1
207,42510,-1
207,42966,-1
207,42730,-1
207,42931,-1
207,43025,1
207,42742,-1
207,43022,-1
207,43065,-1
207,41870,-1
208,40105,1
208,43465,1
208,39696,1
208,43782,1
208,39843,1
208,43661,-1
208,43304,1
208,40428,1
208,43484,1
208,44053,0
208,39692,1
208,43848,1
208,44426,1
208,44569,1
208,42703,1
208,40456,1
208,39933,1
208,38152,1
208,39736,1
208,39942,1
208,41116,1
209,38636,1
209,40345,1
209,40668,0
209,39461,1
209,39007,1
209,41665,1
210,43013,1
210,41099,0
210,37950,1
210,42856,1
210,34789,1
211,36072,0
211,36944,1
211,34783,1
211,37114,1
211,37299,1
211,35623,0
211,35144,1
211,36277,1
211,37161,1
211,35550,1
211,35447,1
211,36942,1
211,36458,1
211,36479,1
211,35825,1
211,35441,1
211,34355,1
211,35287,1
211,36013,1
211,35596,-1
211,35622,-1
211,36480,1
212,39000,1
212,42020,1
212,38996,1
212,39362,1
212,39957,1
212,35710,1
212,39073,1
212,38911,1
213,41213,1
213,44762,1
213,41465,1
213,43850,1
213,39283,1
213,41205,1
213,39745,1
213,42214,1
213,38642,1
213,41210,1
213,43469,1
213,42926,1
213,41161,1
214,43661,1
214,42703,1
214,44711,0
214,40235,1
214,43848,1
214,42706,1
215,42917,1
215,44711,1
215,44361,1
215,41856,0
215,44356,1
215,42706,1
215,44876,1
216,39396,1
216,42399,1
216,41489,0
216,39460,1
216,41417,1
216,38599,0
216,40729,1
216,38050,1
217,42999,1
217,40325,1
217,42565,1
217,40723,1
217,43008,1
217,38166,1
217,40986,1
217,34811,1
217,42510,1
217,37584,1
217,34810,1
217,40884,1
217,38989,1
217,39613,1
218,38802,1
218,36387,0
218,38861,1
218,39446,0
218,42898,1
218,43101,1
218,38955,1
218,39737,1
218,38780,1
218,39165,0
218,39216,1
218,37692,0
218,38847,1
218,40325,0
218,36116,0
218,41669,1
218,39907,1
218,41965,0
218,39317,0
218,42961,1
219,39395,1
219,44425,-1
219,44601,1
219,44356,-1
219,44396,1
220,44703,1
220,40216,1
220,38167,0
220,42888,-1
220,42895,1
220,37818,1
220,41926,0
220,41997,0
220,39555,1
220,42465,1
221,40247,-1
221,40394,1
221,40398,1
221,40365,1
221,38587,-1
221,40877,1
221,40216,1
221,40876,1
221,39730,1
221,37475,-1
